Parsed: dat: exchange_rate
Parsed: 2021-09-2: 44888.96
Parsed: 2021-09-2: 43182.63
Parsed: 2021-09-3: 41522.38
Parsed: 2021-10-0: 47727.1
Parsed: 2021-10-0: 51505.83
Parsed: 2021-10-0: 53867.3
Parsed: 2021-10-1: 57452.01
Parsed: 2021-10-1: 57397.74
Parsed: 2021-10-1: 61546.21
Parsed: 2021-10-2: 66063.56
Parsed: 2021-10-2: 61277.28
Parsed: 2021-10-2: 60345.17
Parsed: 2021-10-3: 62249.18
Parsed: 2021-11-0: 61029.5
Parsed: 2021-11-0: 61441.83
Parsed: 2021-11-0: 63293.22
Parsed: 2021-11-1: 64976.73
Parsed: 2021-11-1: 64420.94
Parsed: 2021-11-1: 60172.26
Parsed: 2021-11-1: 58133.02
Parsed: 2021-11-2: 56301.52
Parsed: 2021-11-2: 58935.45
Parsed: 2021-11-2: 57292.28
Parsed: 2021-12-0: 57229.76
Parsed: 2021-12-0: 49253.86
Parsed: 2021-12-0: 50645.41
Parsed: 2021-12-1: 47137.46
Parsed: 2021-12-1: 46757.09
Parsed: 2021-12-1: 47658.38
Parsed: 2021-12-1: 46689.28
Parsed: 2021-12-2: 48628.35
Parsed: 2021-12-2: 50470.89
Parsed: 2021-12-2: 47601.26
Parsed: 2021-12-3: 46249.56
Parsed: 2022-01-0: 46441.99
Parsed: 2022-01-0: 43120.63
Parsed: 2022-01-0: 41864.44
Parsed: 2022-01-1: 43926
Parsed: 2022-01-1: 43146.53
Parsed: 2022-01-1: 42381.48
Parsed: 2022-01-2: 36480.85
Parsed: 2022-01-2: 36678.82
Parsed: 2022-01-2: 37146.85
Parsed: 2022-01-3: 37918.62
Parsed: 2022-02-0: 36912.68
Parsed: 2022-02-0: 41435.43
Parsed: 2022-02-0: 44133.28
Parsed: 2022-02-1: 42401.27
Parsed: 2022-02-1: 42580.94
Parsed: 2022-02-1: 40565.69
Parsed: 2022-02-2: 38382.32
Parsed: 2022-02-2: 37291.48
Parsed: 2022-02-2: 39103.91
Parsed: 2022-03-0: 44418.83
Parsed: 2022-03-0: 39141.25
Parsed: 2022-03-0: 38032.5
Parsed: 2022-03-1: 39437.89
Parsed: 2022-03-1: 37820.39
Parsed: 2022-03-1: 41133.08
Parsed: 2022-03-1: 42222.32
Parsed: 2022-03-2: 42372.67
Parsed: 2022-03-2: 44334.33
Parsed: 2022-03-2: 47115.93
2011-01-03 => 3 = 0.9
2011-01-03 => 2 = 0.6
2011-01-03 => 1 = 0.3
2011-01-03 => 1.2 = 0.36
2011-01-09 => 1 = 0.3
Error: not a positive number: -1
(printData) Error: bad input => 2001-42-42
2012-01-11 => 1 = 7.1
Error: too large a number:  2147483648
2021-05-06 => 3.1 = 175492
2011-10-11 => 5 = 21.15
